BRIN_NR;NAAM_INST;RAPPORTAGEMAAND;PERSOONSGEBONDENNUMMER;ACHTERNAAM;VOORVOEGSEL;ALLE_VOORNAMEN;WOONGEMEENTE;GEBOORTEDATUM;ONDERWIJSCODE;ONDERWIJSNAAM;LEERWEG;DATUM_UITSCHRIJVING;MELDING_VERZUIM_WETTELIJK;REDEN;BRIN;NAAM_INSTELLING;ONDERWIJSAANBIEDERCODE;NAAM_ONDERWIJSAANBIEDER;MELDING_VERZUIM_NIET_WETTELIJK;GEMEENTECODE;RMC_REGIO;REDEN_UITSTROOM;LOCATIECODE;ONDERWIJSLOCATIECODE;POSTCODE_ONDERWIJSLOCATIE;HUISNUMMER_ONDERWIJSLOCATIE;BRIN_VOLGNUMMER;NIVEAU;INSCHRIJVINGSVOLGNUMMER;STRAAT;HUISNUMMER;HUISLETTER;HUISNUMMER_TOEVOEGING;HUISNUMMER_AANDUIDING;ADRES_LOCATIE;POSTCODE;WOONPLAATS;VANAF_WANNEER
27GZ;ROC Mondriaan;202306;726828141;Albrnwuti;;Ahmad;'S-GRAVENHAGE;30-09-2000;25604;Technicus engineering;BOL;;J;;27GZ;ROC Mondriaan;101A729;International Hotel and Management School;N;1688;REGIO 28;;;100X755;2544ED;66;;Mbo3 opleidingen;1;Waldorpstraat;27.0;;;;;2548BM;Hillegom;202306
27GZ;ROC Mondriaan;202306;773210021;Gill'ard;;Hussein;'S-GRAVENHAGE;01-12-2005;5866;Mbo- Verpleegkunde;BOL;;J;;27GZ;ROC Mondriaan;100A196;School voor Orde & Veiligheid;N;1652;REGIO 28;;;100X747;2544AH;6;;Mbo4 opleidingen;1;Lyonnetstraat;16.0;;;;;2371GC;'S-GRAVENHAGE;202306
27GZ;ROC Mondriaan;202306;675960944;Hoogenboom;;Sem;'S-GRAVENHAGE;06-11-2002;25591;Onderwijsassistent;BOL;;J;;27GZ;ROC Mondriaan;100A191;International Hotel and Management School;N;483;REGIO 28;;;100X746;2512ER;7;;Mbo4 opleidingen;1;Aart van der Leeuwlaan;13.0;;;;;2573RP;DELFT;202306
27GZ;ROC Mondriaan;202306;533224927;Karlsen;do;Azra Melissa;LEIDEN;18-04-2001;25562;Timmerman;BBL;;J;;27GZ;ROC Mondriaan;100A184;School voor Toerisme en Recreatie;N;1528;REGIO 28;;;100X756;2521DB;18;;Mbo3 opleidingen;1;Ieplaan;;c;;;;2681NV;ZOETERMEER;202306
27GZ;ROC Mondriaan;202306;826776742;Giersbergen;El;Lucy;'S-GRAVENHAGE;02-03-2001;25410;Monteur mechatronica;BBL;;J;;27GZ;ROC Mondriaan;100A195;School voor Zorg en Welzijn Leiden;N;1836;REGIO 29;;;100X750;2521DB;17;;Mbo4 opleidingen;1;Beukelsweg;126.0;;;2;;2572HL;KATWIJK ZH;202306
27GZ;ROC Mondriaan;202306;221586020;Post;;Wassim;'S-GRAVENHAGE;27-09-2004;25308;Manager retail;BOL;;J;;27GZ;ROC Mondriaan;101A729;School voor Retail en Logistiek Delft;N;567;REGIO 29;;;100X746;2595GA;1;;Mbo4 opleidingen;1;Kamperfoeliestraat;127.0;;;;;2492NP;'S-GRAVENHAGE;202306
27GZ;ROC Mondriaan;202306;733476664;Yildiz;;Ilse Emma;PIJNACKER-NOOTDORP;25-01-2001;25375;Monteur elektrotechnische installaties;BOL;;J;;27GZ;ROC Mondriaan;100A187;School voor Zorg en Welzijn Leiden;N;504;REGIO 28;;;100X750;2612CA;14;;Mbo4 opleidingen;2;Middenstede;14.0;;;;;2571EA;'S-GRAVENHAGE;202306
27GZ;ROC Mondriaan;202306;195921806;Stolk;van;Rabie Mohamed;BODEGRAVEN-REEUWIJK;30-06-2006;25638;Beveiliger;BBL;;J;;27GZ;ROC Mondriaan;100A174;School voor Retail en Logistiek Delft;N;504;REGIO 26;;;111X981;2493WN;33;;Mbo3 opleidingen;2;Van Kinschotstraat Noord;26.0;;;99;;2723BT;Monster;202306
27GZ;ROC Mondriaan;202306;335218969;Tweeboom;van;Danique Petronella;WOERDEN;13-04-2000;25712;Coördinator sport, bewegen en gezondheid;;;J;;27GZ;ROC Mondriaan;100A175;Beauty, Hair & Fashion;N;505;REGIO 28;;;100X753;2521DB;70;;Mbo3 opleidingen;1;Brouwerstraat;17.0;;;;;2544KT;;202306
27GZ;ROC Mondriaan;202306;565935133;Blindeling;;Roos Alida Ina;BODEGRAVEN-REEUWIJK;16-11-2005;25250;Specialist mode/maatkleding;BOL;;J;;27GZ;ROC Mondriaan;100A189;School voor Zorg en Welzijn Delft;N;506;REGIO 28;;;100X754;2612CA;70;;HAVO/VWO bovenbouw;A1;Groenland;20.0;;;;;2801ZN;AMSTERDAM;202306
27GZ;ROC Mondriaan;202306;861863792;Sarcino;El;Liam Cornelis;AMSTERDAM;07-06-2006;25309;Vavo-Mavo/Theoretische Leerweg Profiel Economie;;;J;;27GZ;ROC Mondriaan;100A187;School voor Pedagogische en Sociale beroepen;N;513;REGIO 29;;;100X752;2612CA;1;;Mbo3 opleidingen;2;De Bongerd;14.0;;;;;2522BK;NOORDWIJKERHOUT;202306
27GZ;ROC Mondriaan;202306;564461792;Verwey;;Wassim;ZOETERMEER;11-05-2004;25392;Basismedewerker fashion;BOL;;J;;27GZ;ROC Mondriaan;100A189;VAVO Haaglanden;N;501;REGIO 26;;;100X758;2612CA;45;;Mbo3 opleidingen;1;Hofzicht;;;;;;2351PH;'S-GRAVENHAGE;202306
27GZ;ROC Mondriaan;202306;258190045;Kooten;;Charlie;DELFT;01-06-2005;25645;Meewerkend horeca ondernemer;EX;;J;;27GZ;ROC Mondriaan;100A172;International Hotel and Management School;N;1753;REGIO 28;;;100X755;2612CA;1;;Mbo2 opleidingen;4;Van den Berghstraat;6.0;;;;;2531BE;DELFGAUW;202306
27GZ;ROC Mondriaan;202306;732186506;Lieshout;;Jill;'S-GRAVENHAGE;01-05-2002;25253;Manager/ondernemer horeca;BOL;;J;;27GZ;ROC Mondriaan;100A173;School voor Retail en Logistiek Delft;N;1685;REGIO 28;;;100X747;2544ED;44;;Mbo4 opleidingen;1;Hendrick Hamelstraat;26.0;;;;;2678RE;ZOETERMEER;202306
27GZ;ROC Mondriaan;202306;356314051;Elewout;van den;Dimas;RIJSWIJK;17-04-2006;25626;Sociaal werker;BOL;;J;;27GZ;ROC Mondriaan;101A729;School voor Business support;N;605;REGIO 29;;;100X753;2544ED;7;;Mbo2 opleidingen;1;Van der Lelijstraat;23.0;;;;;2492JV;'S-GRAVENHAGE;202306
27GZ;ROC Mondriaan;202306;355876720;Pronk;;Mark Wouter;LISSE;11-05-2005;5144;Allround Hospitality Medewerker;BOL;;J;;27GZ;ROC Mondriaan;100A188;School voor Retail en Logistiek Delft;N;272;REGIO 28;;;100X749;2521DB;1;;Mbo4 opleidingen;1;Sigmaplantsoen;95.0;;;I;;2571XG;RIJNSBURG;202306
27GZ;ROC Mondriaan;202306;375035990;Slilem;;Fatum;ARNHEM;22-02-2005;25619;Medewerker marketing en communicatie;BBL;;J;;27GZ;ROC Mondriaan;100A196;School voor Retail en Logistiek Delft;N;521;REGIO 26;;;100X758;2595GA;1;;Mbo2 opleidingen;4;Beetsstraat;463.0;P;;;;2548GT;Monster;202306
27GZ;ROC Mondriaan;202306;759875555;Velde;;David Alex Juan;'S-GRAVENHAGE;15-09-2006;25618;Kok;BOL;;J;;27GZ;ROC Mondriaan;100A176;School voor Horeca & Facilitaire dienstverlening;N;512;REGIO 28;;;100X753;2493WN;1;;Mbo4 opleidingen;1;Beethovenlaan;27.0;;;316;;2244AR;'S-GRAVENHAGE;202306
27GZ;ROC Mondriaan;202306;633175398;Mohammadi;;Brian;'S-GRAVENHAGE;21-09-2004;25699;Middenkaderfunctionaris Infra;BOL;;J;;27GZ;ROC Mondriaan;100A177;VAVO Haaglanden;N;1714;REGIO 28;;;100X747;2595GA;1;;Mbo4 opleidingen;1;Jacob Catsstraat;21.0;;;;;2111HP;ZOETERMEER;202306
27GZ;ROC Mondriaan;202306;369340984;Lieshout;;Mohamed;'S-GRAVENHAGE;14-03-2001;25203;Mbo- Verpleegkunde;BOL;;J;;27GZ;ROC Mondriaan;100A177;School voor Lifestyle, Sport en Bewegen;N;1681;REGIO 28;;;100X753;2595GA;6;;Mbo4 opleidingen;1;Veenzoom;18.0;;;;;;DELFT;202306
27GZ;ROC Mondriaan;202306;787544153;Afalah;in 't;Ilayda;OUDER-AMSTEL;25-09-2002;5121;Specialist mode/maatkleding;BBL;;J;;27GZ;ROC Mondriaan;100A198;School voor Bouw en Infra;N;505;REGIO 27;;;100X747;2612CA;8;;HAVO/VWO bovenbouw;1;Maasdijk;162.0;S;;;;2542KB;MAASSLUIS;202306
27GZ;ROC Mondriaan;202306;985487665;Wolferen;;Patrick Willem;PURMEREND;20-07-2003;25707;Technicus mechatronica systemen;BOL;;J;;27GZ;ROC Mondriaan;100A181;School voor Zorg en Welzijn Delft;N;603;REGIO 29;;;100X751;2521DB;34;;Mbo2 opleidingen;2;Sportlaan;130.0;;;50;;;'S-GRAVENHAGE;202306
27GZ;ROC Mondriaan;202306;942825731;Asamoah;;Finn;'S-GRAVENHAGE;28-03-2002;25184;Helpende Zorg en Welzijn;BOL;;J;;27GZ;ROC Mondriaan;100A172;School voor Maatschappelijke zorg en Verzorgende;N;1638;REGIO 28;;;100X746;2544AH;6;;Mbo4 opleidingen;2;Boomblauwtjelaan;148.0;;;;;3151CB;'S-GRAVENHAGE;202306
27GZ;ROC Mondriaan;202306;957801998;Abo Shahen;van der;Johannes Cornelis Quirinus Jacobus;EINDHOVEN;12-01-2006;25248;Manager mobiliteitsbranche;BOL;;J;;27GZ;ROC Mondriaan;100A188;School voor Economie Delft;N;596;REGIO 28;;;100X753;2521DB;71;;Mbo2 opleidingen;2;Pasteurstraat;25.0;;;;;2691DW;'s-Gravenhage;202306
27GZ;ROC Mondriaan;202306;181959303;Ramsamoedj;;Yassine;'S-GRAVENHAGE;12-07-2006;25319;Fashion;BOL;;J;;27GZ;ROC Mondriaan;100A181;School voor Zorg en Welzijn Westland;N;1745;REGIO 28;;;100X747;2544ED;1;;Mbo4 opleidingen;1;Lisztstraat;101.0;;;;;2282CC;'S-GRAVENHAGE;202306
27GZ;ROC Mondriaan;202306;749695732;Meer;;Inci;'S-GRAVENHAGE;15-06-2003;25235;Manager/ondernemer horeca;BOL;;J;;27GZ;ROC Mondriaan;100A181;VAVO Haaglanden;N;487;REGIO 28;;;100X750;2612CA;6;;Mbo4 opleidingen;3;Zilvermeeuwlaan;414.0;;;;;2526VW;VOORBURG;202306
27GZ;ROC Mondriaan;202306;298075203;Ajodhia;;Damai Noël;'S-GRAVENHAGE;25-06-2003;25690;Assistent mobiliteitsbranche;BOL;;J;;27GZ;ROC Mondriaan;100A188;VAVO Haaglanden;N;1655;REGIO 28;;;100X750;2512ER;7;;Mbo4 opleidingen;1;Rederijkerstraat;11.0;;;;;2512AA;'S-GRAVENHAGE;202306
27GZ;ROC Mondriaan;202306;671097767;Jonge;;Anne Fleur;'S-GRAVENHAGE;22-01-2005;25334;Business Administration & Control Specialist;BBL;;J;;27GZ;ROC Mondriaan;100A196;School voor Economie Delft;N;1654;REGIO 28;;;100X746;2493WN;5;;Mbo4 opleidingen;1;Roemer Visscherstraat;22.0;;;;;2552LR;MONSTER;202306
27GZ;ROC Mondriaan;202306;477523416;Sukhai;;Romy;'S-GRAVENHAGE;16-08-2005;25259;Verzorgende-IG;BOL;;J;;27GZ;ROC Mondriaan;100A172;School voor Bouw en Infra;N;1705;REGIO 28;;;100X750;2491BE;1;;Mbo3 opleidingen;2;Sir Winston Churchillln;393.0;;;;;2231PV;'S-GRAVENHAGE;202306
27GZ;ROC Mondriaan;202306;509653836;Aytaç;;Zoë;WESTLAND;10-12-2002;25646;Fashion;EX;;J;;27GZ;ROC Mondriaan;100A173;School voor Zorg en Welzijn Leiden;N;1770;REGIO 28;;;100X753;2521DB;1;;Mbo4 opleidingen;1;Hollandsche Tuyn;17.0;;;;;2551LW;WARMOND;202306
27GZ;ROC Mondriaan;202306;299173087;Willigenburg;de;Abdulai Gibril;DELFT;09-12-2004;25613;Assistent dienstverlening;BOL;;J;;27GZ;ROC Mondriaan;100A173;School voor Maatschappelijke zorg en Verzorgende;N;567;REGIO 28;;;100X753;2612CA;6;;Mbo4 opleidingen;1;Spinozaweg;22.0;;;;;;'S-GRAVENHAGE;202306
27GZ;ROC Mondriaan;202306;997979454;Dik;;Jakub Wojciech;'S-GRAVENHAGE;16-04-2004;25338;Persoonlijk begeleider specifieke doelgroepen;BOL;;J;;27GZ;ROC Mondriaan;100A191;School voor Horeca & Facilitaire dienstverlening;N;1686;REGIO 28;;;111X981;2521DB;6;;HAVO/VWO bovenbouw;1;;24.0;;;;;2623EC;'S-GRAVENHAGE;202306
27GZ;ROC Mondriaan;202306;377556806;Farahi;;Aleyna;ZOETERMEER;13-09-2000;25553;Management assistant;BOL;;J;;27GZ;ROC Mondriaan;101A783;School voor ICT;N;502;REGIO 28;;;100X754;2544ED;17;;HAVO/VWO bovenbouw;1;Hoorneslaan;144.0;C;;;;2729MC;DELFT;202306
27GZ;ROC Mondriaan;202306;381965799;Elswijk;van;Burak;'S-GRAVENHAGE;11-10-2004;25609;Retailmanager;;;J;;27GZ;ROC Mondriaan;100A178;School voor Autotechniek en Mobiliteit;N;500;REGIO 28;;;100X747;2612CA;7;;Mbo4 opleidingen;1;Atlantastraat;106.0;;;;;2691ZJ;VLAARDINGEN;202306
27GZ;ROC Mondriaan;202306;611543568;Bici;El;Patrick Willem;'S-GRAVENHAGE;24-12-2005;25642;Specialist mode/maatkleding;BBL;;J;;27GZ;ROC Mondriaan;101A729;VAVO Haaglanden;N;577;REGIO 26;;;100X749;2544ED;17;;Mbo2 opleidingen;3;Kristalweg;29.0;;;;;2531EW;HOOFDDORP;202306
27GZ;ROC Mondriaan;202306;478239410;Shaltout;;Salma;WESTLAND;11-06-2005;25291;Maatschappelijke Zorg;BOL;;J;;27GZ;ROC Mondriaan;100A172;School voor Business support;N;1770;REGIO 28;;;100X758;2612CA;7;;Mbo4 opleidingen;1;Sterrenoord;56.0;;;;;2717WJ;ROTTERDAM;202306
27GZ;ROC Mondriaan;202306;239002511;Creque;;Luca Milan;'S-GRAVENHAGE;07-04-2001;25190;Zelfstandig medewerker travel & Hospitality;BOL;;J;;27GZ;ROC Mondriaan;100A174;School voor Retail en Logistiek Delft;N;498;REGIO 28;;;100X753;2593AN;16;;Mbo4 opleidingen;1;King Olivereiland;153.0;;;;;2231HA;ZOETERMEER;202306
27GZ;ROC Mondriaan;202306;524212894;Kazan;El;Tim Daniel;WESTLAND;17-07-2001;25294;Technicus mechatronica systemen;BOL;;J;;27GZ;ROC Mondriaan;101A783;School voor Zorg en Welzijn Den Haag;N;503;REGIO 28;;;100X756;2544AH;16;;Mbo4 opleidingen;2;Reinier de Graafweg;122.0;;;;;2719KV;'S-GRAVENHAGE;202306
27GZ;ROC Mondriaan;202306;821273977;Blaauw;den;Merijn Edward;WESTLAND;14-05-2003;25570;Aankomend medewerker grondoptreden;BOL;;J;;27GZ;ROC Mondriaan;100A192;School voor Economie en Juridische beroepen;N;1775;REGIO 28;;;100X755;2521DB;7;;HAVO/VWO bovenbouw;6;Van Alkemadelaan;18.0;A;;;;2642CC;WASSENAAR;202306
27GZ;ROC Mondriaan;202306;135810427;Heskes;;Rick;MIDDEN-DELFLAND;07-04-2003;25325;Coördinator buurt, onderwijs en sport;BBL;;J;;27GZ;ROC Mondriaan;100A177;VAVO Haaglanden;N;595;REGIO 28;;;100X754;2612CA;1;;Mbo1 opleidingen;A1;Albert Verweylaan;127.0;;;;;2564BV;'S-GRAVENHAGE;202306
27GZ;ROC Mondriaan;202306;957087665;Garieb;;Jayvian David;'S-GRAVENHAGE;26-11-2001;25453;Manager/ondernemer horeca;BOL;;J;;27GZ;ROC Mondriaan;100A174;Beauty, Hair & Fashion;N;491;REGIO 28;;;100X747;2512ER;7;;Mbo4 opleidingen;1;Soestdijksekade;119.0;;;;;2532TS;KATWIJK ZH;202306
27GZ;ROC Mondriaan;202306;800825734;Sichem;;Sem Pieter Lucas;RIDDERKERK;12-06-2006;25240;Begeleider gehandicaptenzorg;BOL;;J;;27GZ;ROC Mondriaan;100A176;School voor Zorg en Welzijn Delft;N;424;REGIO 28;;;111X981;2512ER;16;;Mbo3 opleidingen;A6;Elzenhof;21.0;;;;;2211LN;'S-GRAVENHAGE;202306
27GZ;ROC Mondriaan;202306;861325382;Kouba;El;Wessel;'S-GRAVENHAGE;12-06-2001;23141;Ondernemer retail;BBL;;J;;27GZ;ROC Mondriaan;101A729;School voor Lifestyle, Sport en Bewegen;N;1764;REGIO 29;;;100X754;2332AA;33;;HAVO/VWO bovenbouw;1;Hoefsmidstraat;46.0;A;;;;2525ZH;Hillegom;202306
27GZ;ROC Mondriaan;202306;797661698;Brauers;;Jacob Stefan;'S-GRAVENHAGE;14-06-2004;25613;Medewerker human resource management (HRM);BOL;;J;;27GZ;ROC Mondriaan;100A176;School voor Bouw en Infra;N;1697;REGIO 28;;;100X756;2493WN;7;;Mbo4 opleidingen;1;Petronella Voûtestraat;121.0;D;;;;3192MC;'S-GRAVENHAGE;202306
27GZ;ROC Mondriaan;202306;858935875;Renne;van;Leroy;ZEVENAAR;28-02-2001;25310;Constructiewerker;BBL;;J;;27GZ;ROC Mondriaan;100A181;School voor Maatschappelijke zorg en Verzorgende;N;577;REGIO 28;;;111X981;2544ED;1;;Mbo2 opleidingen;A1;Vrederustlaan;101.0;;;;;2025PG;BLEISWIJK;202306
27GZ;ROC Mondriaan;202306;917213331;Haddouch;;Ilyas Isam;'S-GRAVENHAGE;01-11-2003;25247;Allround Assistant Business Services;BOL;;J;;27GZ;ROC Mondriaan;100A195;School voor Economie en Juridische beroepen;N;235;REGIO 28;;;100X754;2612CA;8;;Mbo2 opleidingen;3;Past Daalmansplantsoen;517.0;F;;;;2625XM;'S-GRAVENHAGE;202306
27GZ;ROC Mondriaan;202306;761360943;Hoek;;Sima;ROTTERDAM;26-09-2004;25127;Handhaver toezicht en veiligheid;;;J;;27GZ;ROC Mondriaan;101A709;International Hotel and Management School;N;602;REGIO 28;;;100X746;2612CA;17;;Mbo3 opleidingen;4;Tureluurlaan;;;;;;2282CZ;BERKEL EN RODENRIJS;202306
27GZ;ROC Mondriaan;202306;390340567;Vijverberg;;Guus Minne Jan;LEIDEN;22-09-2003;25664;Financieel administratieve beroepen;BOL;;J;;27GZ;ROC Mondriaan;100A173;School voor ICT;N;491;REGIO 28;;;100X746;2612CA;5;;Mbo3 opleidingen;2;Melis Stokelaan;24.0;;;;;2563HV;DELFT;202306
27GZ;ROC Mondriaan;202306;529114767;Waasdorp;;Kichanty Leandra;'S-GRAVENHAGE;04-02-2002;25558;Schoonheidsverzorging;BBL;;J;;27GZ;ROC Mondriaan;100A190;School voor Economie en Juridische beroepen;N;1766;REGIO 28;;;100X758;2521DB;7;;Mbo4 opleidingen;1;Waldorpstraat;24.0;;;;;2726DN;DELFT;202306
27GZ;ROC Mondriaan;202306;260493219;Selmani;de;Kim;DELFT;06-09-2006;25337;Sport- en bewegingsleider;BOL;;J;;27GZ;ROC Mondriaan;100A190;School voor Business support;N;504;REGIO 28;;;100X756;2493WN;25;;Mbo4 opleidingen;3;'t Hert;21.0;a;;;;2036LG;WADDINXVEEN;202306
27GZ;ROC Mondriaan;202306;969439981;Azarkan;;Andocha Wichian Jacobus;'S-GRAVENHAGE;10-10-2002;25141;Medewerker secretariaat en receptie;BOL;;J;;27GZ;ROC Mondriaan;101A709;VAVO Haaglanden;N;502;REGIO 26;;;100X746;2595GA;6;;Mbo4 opleidingen;1;Hildebrandstraat;20.0;;;;;2811VM;'S-GRAVENHAGE;202306
27GZ;ROC Mondriaan;202306;657545802;Massing;;Sam;'S-GRAVENHAGE;28-06-2002;25252;Verzorgende-IG;BOL;;J;;27GZ;ROC Mondriaan;100A173;Beauty, Hair & Fashion;N;491;REGIO 28;;;100X747;2521DB;5;;Mbo4 opleidingen;1;Molensloot;21.0;;;;;2729EE;'S-GRAVENHAGE;202306
27GZ;ROC Mondriaan;202306;193846212;Keijzer;;Sem Jan;LEIDSCHENDAM-VOORBURG;08-01-2003;25713;Leidinggevende international hospitality;BBL;;J;;27GZ;ROC Mondriaan;100A188;School voor Autotechniek en Mobiliteit;N;492;REGIO 28;;;100X746;2493WN;27;;VMBO bovenbouw;2;Fabritiusstraat;37.0;;;;;2524HZ;VOORBURG;202306
27GZ;ROC Mondriaan;202306;768277466;Teke;;Azra Melissa;'S-GRAVENHAGE;16-02-2004;25178;Manager/ondernemer horeca;BOL;;J;;27GZ;ROC Mondriaan;100A184;School voor Gezondheidszorg Den Haag;N;496;REGIO 28;;;100X746;2493WN;1;;Mbo3 opleidingen;1;Veenzoom;78.0;;;;;2719RT;DELFT;202306
27GZ;ROC Mondriaan;202306;633438490;Bruin;;Gijs;LEIDSCHENDAM-VOORBURG;02-01-2003;25123;Mbo- Verpleegkunde;BOL;;J;;27GZ;ROC Mondriaan;100A177;School voor Toerisme en Recreatie;N;488;REGIO 28;;;100X758;2491BE;6;;Mbo4 opleidingen;1;Kerkstraat;26.0;;;;;2526WL;ZOETERMEER;202306
27GZ;ROC Mondriaan;202306;257995814;Özdemir;;Yousri;'S-GRAVENHAGE;06-11-2002;25338;Medewerker (financiële) administratie;BOL;;J;;27GZ;ROC Mondriaan;100A192;International Hotel and Management School;N;483;REGIO 28;;;111X981;2612CA;5;;Mbo4 opleidingen;1;Kornoeljestraat;127.0;;;;;2681BP;'S-GRAVENZANDE;202306
27GZ;ROC Mondriaan;202306;252565932;Baarle;;Mohammed Arfani Shiraaz Ibrahiem Rashied;ROTTERDAM;24-07-2005;25482;Business Administration & Control Specialist;BOL;;J;;27GZ;ROC Mondriaan;101A729;School voor Economie Delft;N;1414;REGIO 28;;;100X746;2512ER;7;;Mbo4 opleidingen;1;Petronella Voûtestraat;259.0;;;;;2526CT;'S-GRAVENHAGE;202306
27GZ;ROC Mondriaan;202306;235888909;Peñafiel Olaya;;Joukje Marianne Natasja Darinka;PIJNACKER-NOOTDORP;22-08-2006;25226;Fashion;BOL;;J;;27GZ;ROC Mondriaan;101A729;School voor Autotechniek en Mobiliteit;N;495;REGIO 28;;;100X746;2612CA;5;;Mbo4 opleidingen;2;Aagje Dekenlaan;;;;;;2391AN;'S-GRAVENHAGE;202306
27GZ;ROC Mondriaan;202306;562724540;Gerrits;van;Younes;'S-GRAVENHAGE;16-07-2004;25668;Apothekersassistent;BOL;;J;;27GZ;ROC Mondriaan;100A174;School voor Economie Delft;N;1688;REGIO 28;;;100X747;2493WN;7;;Mbo4 opleidingen;1;Van Almondestraat;23.0;;;;;2498EM;'S-GRAVENHAGE;202306
27GZ;ROC Mondriaan;202306;920546586;Post;;Mohaamad;'S-GRAVENHAGE;17-07-2000;5121;Technisch Specialist Personenauto's;BOL;;J;;27GZ;ROC Mondriaan;100A191;School voor Pedagogische en Sociale beroepen;N;546;REGIO 28;;;100X753;2595GA;1;;Mbo4 opleidingen;1;Wormerveerstraat;68.0;;;;;2283AW;'S-GRAVENHAGE;202306
27GZ;ROC Mondriaan;202306;874795021;Welzenis;;Mijada Ibrahim;'S-GRAVENHAGE;12-11-2005;25317;Monteur elektrotechnische installaties;BOL;;J;;27GZ;ROC Mondriaan;100A195;School voor Economie Delft;N;491;REGIO 27;;;100X747;2544AH;1;;Mbo3 opleidingen;1;Fazantlaan;107.0;;;;;2515AV;'S-GRAVENHAGE;202306
27GZ;ROC Mondriaan;202306;181885970;Azzouzi;ten;Janelle Alexandra;LEIDSCHENDAM-VOORBURG;28-09-2005;25564;Manager/ondernemer horeca;BBL;;J;;27GZ;ROC Mondriaan;100A173;School voor Bouw en Infra;N;1834;REGIO 26;;;100X747;2521DB;8;;Mbo4 opleidingen;2;Venezuelastraat;24.0;;;;;2512SX;SASSENHEIM;202306
27GZ;ROC Mondriaan;202306;949083525;Nijkamp;;Sarah Seyed;LELYSTAD;27-05-2003;25333;Management assistant;BBL;;J;;27GZ;ROC Mondriaan;100A191;School voor Economie en Juridische beroepen;N;517;REGIO 28;;;100X753;2512ER;18;;Mbo1 opleidingen;1;Withuysstraat;26.0;;;316;;2496XT;WASSENAAR;202306
27GZ;ROC Mondriaan;202306;856577333;Akalei;;Kerime;AMSTELVEEN;22-06-2002;25578;Basismedewerker fashion;BBL;;J;;27GZ;ROC Mondriaan;100A184;International Hotel and Management School;N;1827;REGIO 27;;;100X758;2493WN;1;;Mbo1 opleidingen;2;Vondellaan;1496.0;;;5;;2671CL;;202306
27GZ;ROC Mondriaan;202306;916876130;Jagesser;;Jayden Coert;BEVERWIJK;28-12-1999;25142;Vavo Havo Nieuw Profiel Natuur en Gezondheid;BBL;;J;;27GZ;ROC Mondriaan;100A191;School voor Zorg en Welzijn Den Haag;N;518;REGIO 28;;;100X753;2521DB;29;;Mbo2 opleidingen;2;Fischerstraat;19.0;H;;;;2651NL;Nootdorp;202306
27GZ;ROC Mondriaan;202306;483490408;Jong;;Ryan;'S-GRAVENHAGE;08-05-2003;25245;Helpende Zorg en Welzijn;BOL;;J;;27GZ;ROC Mondriaan;100A180;Beauty, Hair & Fashion;N;1631;REGIO 28;;;100X746;2544ED;5;;Mbo4 opleidingen;1;;31.0;;;;;2541ST;'S-GRAVENHAGE;202306
27GZ;ROC Mondriaan;202306;717458067;Saidi;van;Maryam;NOORDWIJK;24-12-2005;25799;Financieel administratieve beroepen;BBL;;J;;27GZ;ROC Mondriaan;100A178;School voor Economie Delft;N;500;REGIO 28;;;100X755;2521DB;17;;HAVO/VWO bovenbouw;A2;Leyweg;520.0;;;22;;2624RP;CAPELLE AAN DEN IJSSEL;202306
27GZ;ROC Mondriaan;202306;175553179;Profar;ter;Bernard Jacob;KRIMPENERWAARD;26-01-2003;25328;Allround timmerman;BBL;;J;;27GZ;ROC Mondriaan;100A182;School voor Metaal-, Elektro- en installatietechniek;N;1778;REGIO 19;;;100X746;2521DB;7;;Mbo2 opleidingen;2;Monstersestraat;777.0;;;;;2571CA;VOORSCHOTEN;202306
27GZ;ROC Mondriaan;202306;663953558;Rasmijn;;Dominique Gabriëlle Christine;'S-GRAVENHAGE;24-03-2001;25505;Vavo Havo-Nieuw-Profiel-Natuur en Techniek;BOL;;J;;27GZ;ROC Mondriaan;100A174;VAVO Haaglanden;N;1673;REGIO 28;;;111X981;2544AH;15;;Mbo4 opleidingen;1;Noordpolderkade;20.0;;;;;2635CW;KATWIJK ZH;202306
27GZ;ROC Mondriaan;202306;350962093;Wang;te;Ritvan;TEYLINGEN;27-06-2001;25669;Technicus elektrotechnische systemen;BBL;;J;;27GZ;ROC Mondriaan;100A172;School voor Zorg en Welzijn Westland;N;587;REGIO 31;;;100X757;2493WN;8;;Mbo4 opleidingen;A1;Van Lijnschootenlaan;87.0;;;;;2266NB;HOOFDDORP;202306
27GZ;ROC Mondriaan;202306;462671848;Andringa;;Youri Karel Jan;WESTLAND;08-09-2004;25270;Vavo Havo Zonder Profiel;BOL;;J;;27GZ;ROC Mondriaan;100A192;VAVO Haaglanden;N;1692;REGIO 28;;;100X747;2493WN;15;;Mbo4 opleidingen;2;Zonnehof;137.0;;;;;2525ZN;'S-GRAVENHAGE;202306
27GZ;ROC Mondriaan;202306;840055577;Reitsma;;Azarja Ernesto Gerardus;ROTTERDAM;21-07-2004;25640;Helpende Zorg en Welzijn;BOL;;J;;27GZ;ROC Mondriaan;100A172;School voor Business support;N;1673;REGIO 28;;;100X758;2512ER;4;;Mbo2 opleidingen;1;Poptahof Noord;10.0;;;;;2545DJ;DELFT;202306
