#BURGERSERVICENUMMER;ONDERWIJSNUMMER;GEBOORTEDATUM;GESLACHT;ACHTERNAAM;VOORVOEGSEL;VOORNAMEN;POSTCODE_CIJFERS;RMC_REGIO;RMC_REGIO_NAAM;GEMCODE;GEMEENTENAAM;BRIN;BRIN_VOLGNR;BRIN_VEST_NAAM;NIVEAU;ONDERWIJSSOORT;CREBO;CREBO_OMSCHRIJVING;ONDERWIJSAANBIEDER_CODE;ONDERWIJSAANBIEDER_NAAM;ONDERWIJSLOCATIE_CODE;ONDERWIJSLOCATIE_STRAATNAAM;ONDERWIJSLOCATIE_HUISNUMMER;ONDERWIJSLOCATIE_HUISNUMMER_TOEVOEGING;ONDERWIJSLOCATIE_POSTCODE;ONDERWIJSLOCATIE_PLAATSNAAM
734551309;734551309;21-12-2002;M;Jong;van;Yordi;2623;REGIO 26;;495;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;BOL;25063;Manager/ondernemer horeca;100A191;School voor Lifestyle, Sport en Bewegen;;Prof. Oudemansstraat;17.0;;2623AW;ZOETERMEER
947051792;947051792;07-08-2003;M;Bendriss;;Ishwer Sven;2548;REGIO 28;;495;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25328;Technicus engineering;100A187;School voor Economie Delft;;Steenwijklaan;119.0;;2548WE;'S-GRAVENHAGE
418831633;418831633;22-09-2005;M;Vicento;;Bram;2665;REGIO 29;;1462;'S-GRAVENHAGE;27GZ;27GZ;;Mbo1 opleidingen;EX;25254;Vavo Havo Nieuw Profiel Natuur en Gezondheid;100A174;School voor Lifestyle, Sport en Bewegen;;Verwersdijk;17.0;;2665HJ;'S-GRAVENHAGE
317578513;317578513;26-01-2000;M;Berkel;de;Asya Aleyna;2571;REGIO 28;;1786;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;;25696;Verkoopspecialist;100A198;School voor Zorg en Welzijn Delft;;;57.0;;2571AE;VOORBURG
886168851;886168851;12-01-2005;V;Oostdijk;van;Shirley;2225;REGIO 28;;501;VOORSCHOTEN;27GZ;27GZ;;Mbo2 opleidingen;BOL;25371;Junior stylist;100A188;School voor Technologie en Engineering;;Radijsakker;120.0;;2225ZH;MOERKAPELLE
925031700;925031700;09-07-2004;M;Hussein;;Peter Alex Bastiaan Raymond;2542;REGIO 28;;1308;'S-GRAVENHAGE;27GZ;27GZ;;HAVO/VWO bovenbouw;BOL;25713;Manager/ondernemer horeca;100A184;School voor Business support;;Hildebrandstraat;24.0;;2542CC;'S-GRAVENHAGE
134602001;134602001;22-07-2001;M;Khattala;;Marit Anna;2522;REGIO 29;;488;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25422;Business Administration & Control Specialist;100A173;VAVO Haaglanden;;Cyclaamstraat;22.0;;2522SR;'s-Gravenhage
839802135;839802135;12-01-2004;M;Wong;;Reni Evelinova;2521;REGIO 28;;497;RIJSWIJK;27GZ;27GZ;;Mbo4 opleidingen;BOL;25678;IT systems and devices;100A175;VAVO Haaglanden;;Meervalsingel;19.0;;2521AZ;'S-GRAVENZANDE
804511001;804511001;05-05-2004;V;Bavelaar;;Wissal;2548;REGIO 29;;566;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25614;Kapper;100A190;VAVO Haaglanden;;Soestdijksekade;7.0;;2548TG;'S-GRAVENZANDE
959274266;959274266;13-05-2003;M;Arbyati;;Jeroen;2542;REGIO 26;;497;WESTLAND;27GZ;27GZ;;Mbo2 opleidingen;BBL;25327;Vavo Havo Nieuw Profiel Cultuur en Maatschappij;100A188;School voor Economie Delft;;H Kuipers-Rietbergpad;121.0;;2542NC;KATWIJK ZH
374693147;374693147;08-10-2001;V;Groenewegen;da;Jurian Ruben Floyd;2548;REGIO 34;;515;CAPELLE AAN DEN IJSSEL;27GZ;27GZ;;Mbo4 opleidingen;BOL;5229;Manager/ondernemer horeca;100A186;International Hotel and Management School;;John Rädeckerkade;16.0;;2548WJ;'S-GRAVENHAGE
351722780;351722780;20-09-2002;V;Ramautar;;Qwen;2231;REGIO 28;;493;ROTTERDAM;27GZ;27GZ;;Mbo3 opleidingen;BOL;25249;Technicus engineering;101A729;School voor Gezondheidszorg Den Haag;;Valkenburgerweg;369.0;;2231WN;RIJSWIJK ZH
963894559;963894559;05-05-2001;M;Moorman;;Edmond-Douglas Opare Danquah;2625;REGIO 28;;1478;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BBL;25604;Vavo Havo Nieuw Profiel Natuur en Gezondheid;100A187;School voor Business support;;Wingerd;59.0;;2625SN;LEIDSCHENDAM
495344927;495344927;20-05-2004;V;Gorkum;;Rignad;2411;REGIO 28;;493;ZOETERWOUDE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25286;Verzorgende-IG;100A172;VAVO Haaglanden;;Mijerstraat;13.0;;2411XL;NOORDWIJK ZH
272751907;272751907;17-08-2005;M;Kooter;;Salma;2274;REGIO 28;;560;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25747;Persoonlijk begeleider gehandicaptenzorg;100A196;School voor Zorg en Welzijn Leiden;;Isaäc da Costalaan;114.0;;2274RP;VOORBURG
845962537;845962537;19-07-2003;V;Rifaq;van;Musa;2287;REGIO 28;;573;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BBL;25318;Legal, Insurance & HR Services Specialist;100A191;School voor Maatschappelijke zorg en Verzorgende;;Tulpstraat;469.0;;2287EK;HOEK VAN HOLLAND
416046377;416046377;29-12-2004;V;Mchedlishvili;;Hailie Louise;2286;REGIO 28;;588;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25554;Bedrijfsadministrateur;100A177;Beauty, Hair & Fashion;;Burggravenlaan;18.0;;2286VA;ALPHEN AAN DEN RIJN
248634667;248634667;10-12-2002;M;Jensen;;Juan Bernardo;2512;REGIO 28;;491;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25420;Sociaal werker;100A191;International Hotel and Management School;;Gv Juliana v Stolbergln;29.0;;2512RG;RIJSWIJK ZH
847633708;847633708;06-02-2006;M;Fiori Habtom Kesete;;Mila;2583;REGIO 28;;544;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25796;Basis technicus voertuigen en mobiele werktuigen;100A198;School voor Zorg en Welzijn Delft;;Dr. H.E. van Geldererf;111.0;;2583XK;'s-Gravenhage
365976877;365976877;28-11-2004;M;Loenen;;Ayoub;2551;REGIO 27;;1736;ROTTERDAM;27GZ;27GZ;;Mbo3 opleidingen;;25240;Pedagogisch medewerker kinderopvang;100A184;School voor Gezondheidszorg Den Haag;;Troelstrakade;33.0;;2551EW;ZOETERMEER
950099244;950099244;15-09-2005;M;Buijnsters;;Hind;2542;REGIO 28;;483;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;BOL;25414;Medewerker (financiële) administratie;101A729;School voor Bouw en Infra;;Jan van Gojenstraat;99.0;;2542XK;'S-GRAVENHAGE
581164329;581164329;09-07-2004;V;Peters;;Saffira Sefanja;2541;REGIO 28;;500;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25183;Monteur elektrotechnische installaties;100A172;School voor Zorg en Welzijn Leiden;;Grietpolderstraat;23.0;;2541GT;DELFT
244571439;244571439;31-05-2004;M;Hout;;Emre;2516;REGIO 28;;497;WESTLAND;27GZ;27GZ;;Mbo2 opleidingen;BOL;25238;Timmerman;100A172;School voor Zorg en Welzijn Leiden;;Woudseweg;14.0;;2516HT;MAASSLUIS
536304949;536304949;03-12-2005;V;Zuidhoek;;Ruby;2516;REGIO 28;;1701;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;BOL;25354;Pedagogisch medewerker kinderopvang;100A189;School voor Economie Delft;;Pioenroos;17.0;;2516KA;'S-GRAVENHAGE
984407349;984407349;24-08-2004;M;Yilmaz;;Jayne Zahwa;2331;REGIO 28;;576;LISSE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25285;Manager retail;100A186;School voor Bouw en Infra;;Hilversumsestraat;96.0;;2331GS;'S-GRAVENZANDE
863952186;863952186;10-05-2005;V;Çelik;;Chevelly Ralitsa Emelia;2525;REGIO 28;;1535;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;23165;Basismedewerker fashion;100A195;School voor Orde & Veiligheid;;Marius Bauerstraat;526.0;;2525JC;'S-GRAVENHAGE
468376890;468376890;20-03-2006;M;Nanan;;Chalyce Michelle;2262;REGIO 28;;481;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25255;Sociaal werker;100A192;School voor ICT;;Jan Luykenlaan;120.0;;2262VL;'S-GRAVENHAGE
554523964;554523964;18-10-2004;M;Vellinga;;Aya;2517;REGIO 28;;197;LEIDEN;27GZ;27GZ;;Mbo4 opleidingen;BOL;25592;Vavo Havo Nieuw Profiel Economie en Maatschappij;100A182;School voor Zorg en Welzijn Westland;;'t Hert;447.0;;2517RH;ZOETERMEER
202399037;202399037;31-05-2002;M;Eeden;;Neeraj Devendrasingh;2571;REGIO 28;;494;ROTTERDAM;27GZ;27GZ;;Mbo4 opleidingen;BOL;25144;Assistent horeca, voeding of voedingsindustrie;100A181;School voor Autotechniek en Mobiliteit;;Dedemsvaartweg;140.0;;2571TK;'S-GRAVENHAGE
396090684;396090684;12-11-2005;V;Azarkan;;Khalifa;2291;REGIO 28;;489;MAASSLUIS;27GZ;27GZ;;Mbo3 opleidingen;BBL;25762;Mbo- Verpleegkunde;101A729;School voor Entreeopleidingen;;Mui;92.0;;2291XX;ZOETERWOUDE
263118144;263118144;09-10-2004;M;Duyvestijn;de la;Martijn;2341;REGIO 28;;505;CAPELLE AAN DEN IJSSEL;27GZ;27GZ;;Mbo4 opleidingen;BOL;25351;Allround medewerker facilitaire dienstverlening;101A783;School voor Technologie en Engineering;;Naarderstraat;93.0;;2341XK;HAZERSWOUDE RIJNDIJK
468606277;468606277;01-07-2001;M;Graaff;;Kim;2315;REGIO 28;;485;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BBL;25685;Technicus engineering;100A188;International Hotel and Management School;;Nieuwewater;113.0;;2315SE;'S-GRAVENHAGE
303750470;303750470;19-10-2003;M;Albrnwuti;;Rania;2522;REGIO 28;;1730;'S-GRAVENHAGE;27GZ;27GZ;;Mbo1 opleidingen;;25329;Verzorgende-IG;100A184;School voor Toerisme en Recreatie;;Salviahof;60.0;;2522SP;'s-Gravenhage
264822089;264822089;06-12-2001;V;Hoogenboom;;Hugo Erik Ramiro;2533;REGIO 28;;397;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25266;Allround constructiewerker;100A186;International Hotel and Management School;;Esdoornstraat;529.0;;2533TK;RIJSWIJK ZH
935550282;935550282;12-04-2003;V;Lips;;Refia;2513;REGIO 28;;509;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25344;Servicemedewerker gebouwen;101A783;School voor Business support;;Delfgauwseweg;9.0;;2513BC;VOORBURG
191094090;191094090;22-08-2001;M;Smit;;Anne Jozientje;2264;REGIO 28;;574;ZOETERMEER;27GZ;27GZ;;Mbo3 opleidingen;BOL;25585;Doktersassistent;101A783;School voor Metaal-, Elektro- en installatietechniek;;Van der Stoklaan;90.0;;2264HX;'S-GRAVENHAGE
477650252;477650252;17-01-2004;V;Doğan;;Samir;2545;REGIO 28;;1559;'S-GRAVENHAGE;27GZ;27GZ;;Mbo1 opleidingen;BOL;25290;Marketing & Communication Specialist;100A184;School voor Economie Delft;;Van Diemenstraat;;;2545AP;MAASSLUIS
590994771;590994771;29-05-2004;M;Voogd;;Ahmet Onur;2715;REGIO 28;;1742;'S-GRAVENHAGE;27GZ;27GZ;;HAVO/VWO bovenbouw;BBL;25281;Medewerker (financiële) administratie;100A191;School voor ICT;;Van Almondestraat;1056.0;;2715VD;WASSENAAR
511204692;511204692;09-02-2005;M;Baker;Ter;Aaron;2564;REGIO 28;;604;ZOETERMEER;27GZ;27GZ;;Mbo3 opleidingen;BOL;25232;Leidinggevende international hospitality;101A783;School voor Pedagogische en Sociale beroepen;;Hengelolaan;248.0;;2564PE;ROTTERDAM
813686100;813686100;24-08-2003;M;Ediz;;Youssef;2565;REGIO 30;;506;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25547;Middenkaderfunctionaris Infra;100A177;School voor Autotechniek en Mobiliteit;;Magnolialaan;24.0;;2565ZS;ALMERE
140041559;140041559;14-08-2003;M;Ruijven;;Nisanur;2203;REGIO 28;;1718;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25656;Helpende Zorg en Welzijn;100A196;School voor Technologie en Engineering;;Beetsstraat;21.0;;2203GS;VOORSCHOTEN
235035992;235035992;13-09-2003;V;Duijndam;de;Jamai Ado Jan;2729;REGIO 29;;562;LEIDSCHENDAM-VOORBURG;27GZ;27GZ;;Mbo4 opleidingen;BBL;25273;Fashion;100A182;School voor Economie Delft;;Van der Lelijstraat;9.0;;2729PA;ZOETERMEER
505240921;505240921;26-04-2004;V;Ellerkamp;;Noa;2525;REGIO 28;;493;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;BOL;25123;Monteur elektrotechnische installaties;100A172;School voor Zorg en Welzijn Delft;;Kamilleveld;13.0;;2525NP;LEIDSCHENDAM
283434333;283434333;03-02-2000;V;Marzguioui;;Jaycee;2225;REGIO 28;;506;OUDER-AMSTEL;27GZ;27GZ;;Mbo3 opleidingen;BOL;5990;Beveiliger 2;100A188;School voor Pedagogische en Sociale beroepen;;Hugo de Grootstraat;16.0;;2225PP;WOUBRUGGE
739106142;739106142;15-03-2004;V;Kegge;El;Alec;2498;REGIO 28;;1714;ROTTERDAM;27GZ;27GZ;;Mbo4 opleidingen;BOL;25632;Doktersassistent;100A172;VAVO Haaglanden;;Jan Luykenlaan;20.0;;2498EM;'S-GRAVENZANDE
258268515;258268515;04-05-2000;M;Agaton;;Susan;2525;REGIO 28;;491;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25249;Allround Schoonheidsspecialist;100A184;VAVO Haaglanden;;Van Ostadestraat;69.0;;2525AA;DELFT
160292195;160292195;18-01-2000;V;Slijkoord;;Gabriëlla Kathalina;2584;REGIO 27;;556;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25249;Software developer;100A172;School voor ICT;;Drapeniersgaarde;37.0;;2584GA;'S-GRAVENHAGE
987716965;987716965;16-11-2001;V;Toet;;Jasmin;2548;REGIO 28;;553;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25731;Legal, Insurance & HR Services Specialist;100A172;School voor Zorg en Welzijn Delft;;Gv Juliana v Stolbergln;152.0;;2548JC;DELFT
319184229;319184229;20-01-2003;M;Pollen;;Mohammed;2498;REGIO 26;;1709;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25241;Pedagogisch medewerker kinderopvang;100A172;International Hotel and Management School;;Vrederustlaan;27.0;;2498AB;MAASSLUIS
214621544;214621544;19-06-2003;V;Kuiper;;Jenna Zoë;2274;REGIO 28;;484;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25265;Software developer;100A173;School voor Bouw en Infra;;Gasthuislaan;408.0;;2274NX;'S-GRAVENHAGE
491412842;491412842;31-07-2001;M;Benali;;Vigo Max;2552;REGIO 28;;1683;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25316;Facilitair leidinggevende;100A181;School voor ICT;;Togostraat;104.0;;2552LL;
646241643;646241643;13-08-2004;M;Heiden;;Rick;2331;REGIO 28;;1727;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25282;Helpende Zorg en Welzijn;101A783;School voor Economie en Juridische beroepen;;Neherkade;25.0;;2331GH;ZOETERMEER
554687852;554687852;12-03-2002;V;Goerdien;;Basma;2291;REGIO 28;;1711;WADDINXVEEN;27GZ;27GZ;;Mbo4 opleidingen;BOL;25680;Maatschappelijke Zorg;100A196;School voor Technologie en Engineering;;Gerard Doggerlaan;95.0;;2291GJ;'S-GRAVENHAGE
919821677;919821677;20-05-2004;M;Nolte;;Zakaria;2565;REGIO 28;;488;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BBL;25740;Vavo Havo Zonder Profiel;100A186;VAVO Haaglanden;;Nieuwe Molstraat;68.0;;2565LK;'S-GRAVENHAGE
899538284;899538284;30-07-2006;V;Boubkari;;Farah;2614;REGIO 28;;486;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25494;Retailmanager;100A182;School voor Orde & Veiligheid;;Renbaanstraat;28.0;;2614EX;'S-GRAVENHAGE
736255343;736255343;30-09-2005;V;Luz Fortes;;Abdul Rahman;2547;REGIO 28;;482;ALMERE;27GZ;27GZ;;Mbo4 opleidingen;BOL;5504;Verzorgende-IG;100A195;School voor Zorg en Welzijn Leiden;;Marterrade;118.0;;2547XL;DALERPEEL
241687919;241687919;19-09-2003;M;Michel;;Sanjana Ishika;2542;REGIO 28;;481;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25295;Leidinggevende international hospitality;100A196;School voor Gezondheidszorg Den Haag;;Lindberghlaan;264.0;;2542EL;'S-GRAVENHAGE
227171691;227171691;20-01-2000;V;Williams;van den;Alain Nicolaas;2408;REGIO 28;;499;BODEGRAVEN-REEUWIJK;27GZ;27GZ;;Mbo4 opleidingen;BOL;25319;Pedagogisch medewerker kinderopvang;100A191;School voor Horeca & Facilitaire dienstverlening;;Ieplaan;433.0;;2408SE;LEIDEN
742088053;742088053;16-08-2004;M;Duijnisveld;;Hannah;2692;REGIO 28;;1660;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25274;Marketing & Communication Specialist;101A783;BAS;;Brueghelstraat;12.0;;2692GH;ZOETERMEER
728063354;728063354;28-09-2004;M;Elasha;;Tim;2408;REGIO 28;;1766;WESTLAND;27GZ;27GZ;;Mbo3 opleidingen;BOL;25301;Beveiliger 2;100A172;School voor Zorg en Welzijn Delft;;Brederolaan;126.0;;2408RZ;DELFT
170646909;170646909;29-07-2005;V;Aoulad Taib;van;Ruchel Rashid;2717;REGIO 28;;1832;RIJSWIJK;27GZ;27GZ;;Mbo4 opleidingen;BBL;25312;Legal, Insurance & HR Services Specialist;101A783;School voor Autotechniek en Mobiliteit;;Julianastraat;17.0;;2717CD;ZOETERMEER
185228671;185228671;15-02-2004;V;Tekin;;Anne Sophie;2515;REGIO 28;;485;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25593;Fashion Tailor;100A178;VAVO Haaglanden;;Escamplaan;26.0;;2515HV;'S-GRAVENHAGE
949083525;949083525;27-05-2003;V;Nijkamp;;Sarah Seyed;2496;REGIO 28;;517;LELYSTAD;27GZ;27GZ;;Mbo1 opleidingen;BBL;25333;Management assistant;100A191;School voor Economie en Juridische beroepen;;Withuysstraat;26.0;;2496XT;WASSENAAR
792255877;792255877;21-01-2003;V;Visser;;Ashley Diann Arzu;2691;REGIO 28;;568;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25299;Persoonlijk begeleider gehandicaptenzorg;100A177;School voor Autotechniek en Mobiliteit;;Burg Velthuijsenlaan;379.0;;2691AV;VLAARDINGEN
526900618;526900618;06-05-2001;M;Markus;;Lars Adrianus Johannes;2493;REGIO 28;;509;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;EX;25109;Junior productmanager fashion;100A184;School voor Autotechniek en Mobiliteit;;Pieter de Voisstraat;135.0;;2493AH;ROTTERDAM
361848204;361848204;29-08-2006;V;Truong;;Chalyce Michelle;2632;REGIO 29;;508;WESTLAND;27GZ;27GZ;;Mbo2 opleidingen;BOL;25307;Onderwijsassistent;100A179;School voor Metaal-, Elektro- en installatietechniek;;Zuiderkruis;365.0;;2632DJ;DE LIER
638934413;638934413;04-02-2002;V;Heydari;van der;Miran Dilman;2283;REGIO 28;;485;AMSTERDAM;27GZ;27GZ;;Mbo4 opleidingen;BOL;25757;Mbo-Verpleegkundige;100A173;Beauty, Hair & Fashion;;'s-Gravenzandelaan;74.0;;2283JV;HOEK VAN HOLLAND
895573390;895573390;04-07-2001;V;Rodenburg;;Tygo Benico;2285;REGIO 27;;493;KATWIJK;27GZ;27GZ;;Mbo2 opleidingen;BOL;25305;Basis technicus voertuigen en mobiele werktuigen;100A190;School voor Zorg en Welzijn Den Haag;;Jacob Marisstraat;33.0;;2285XB;LEIDSCHENDAM
613506447;613506447;11-10-2004;M;Mai;;Twan;2562;REGIO 29;;1707;'S-GRAVENHAGE;27GZ;27GZ;;HAVO/VWO bovenbouw;;25236;Vavo Havo Zonder Profiel;100A192;International Hotel and Management School;;Zwartemeer;109.0;;2562HW;'S-GRAVENHAGE
991813009;991813009;22-06-2002;M;Curiel;;Fatih;2613;REGIO 28;;488;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25286;Vavo Havo Zonder Profiel;100A177;School voor Autotechniek en Mobiliteit;;Rubensstraat;20.0;;2613MH;'S-GRAVENHAGE
415391123;415391123;26-04-2004;M;Malik;;Thomas Maarten;2678;REGIO 29;;1753;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BBL;25228;Assistent dienstverlening en zorg;100A182;International Hotel and Management School;;Multatulilaan;133.0;;2678WD;
144825747;144825747;19-03-2004;M;Sondermann;;Vincent Franciscus;2515;REGIO 26;;363;BODEGRAVEN-REEUWIJK;27GZ;27GZ;;Mbo4 opleidingen;BOL;25220;Entree;101A729;School voor Zorg en Welzijn Westland;;Hackfortstraat;132.0;;2515GJ;KWINTSHEUL
814669204;814669204;21-02-2004;M;Michel;;Keltoum;2533;REGIO 26;;496;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25230;Retailmedewerker;101A729;School voor Zorg en Welzijn Leiden;;Poptahof Noord;27.0;;2533XW;RIJSWIJK ZH
162848150;162848150;26-08-2004;V;Berg;;Thomas;2804;REGIO 28;;524;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25108;Mbo- Verpleegkunde;101A729;VAVO Haaglanden;;;8.0;;2804TL;'S-GRAVENHAGE
555605399;555605399;07-02-2004;V;Berg;;Ruben;2583;REGIO 28;;482;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25324;Handhaver toezicht en veiligheid;100A191;School voor Orde & Veiligheid;;Koningstraat;129.0;;2583JE;'S-GRAVENHAGE
251813271;251813271;25-02-2000;M;Lommerde;El;Nigel;2642;REGIO 28;;503;VLISSINGEN;27GZ;27GZ;;Mbo1 opleidingen;BOL;25387;Kok;100A190;School voor Metaal-, Elektro- en installatietechniek;;Lissabonweg;17.0;;2642ZZ;'S-GRAVENHAGE
650435994;650435994;28-01-2001;M;Rekik;;Tessa;2526;REGIO 28;;558;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25262;Eerste monteur elektrotechnische installaties woning en utiliteit;100A186;School voor Autotechniek en Mobiliteit;;;16.0;;2526KX;'S-GRAVENHAGE
374889884;374889884;17-02-2003;M;Rifaela;;Bedircan;2525;REGIO 28;;492;ROTTERDAM;27GZ;27GZ;;Mbo3 opleidingen;BOL;5689;Vavo Havo Nieuw Profiel Natuur en Gezondheid;100A187;VAVO Haaglanden;;Papsouwselaan;20.0;;2525RM;DELFT
309288350;309288350;16-08-2004;V;Hage;;Hugo Erik Ramiro;2725;REGIO 28;;501;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25121;Begeleider specifieke doelgroepen;100A186;School voor Zorg en Welzijn Leiden;;Riviermos;33.0;;2725PX;'S-GRAVENHAGE
819223969;819223969;29-05-2004;V;Taal;;Noa Wenda Petronella;2532;REGIO 28;;492;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25270;Vavo Havo-Nieuw-Profiel-Natuur en Techniek;100A181;VAVO Haaglanden;;Lehárstraat;441.0;;2532BA;'S-GRAVENHAGE
700636580;700636580;07-11-2000;M;Ouso;;Sanne Clarissa Elizabeth;2331;REGIO 28;;577;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25138;Software developer;100A172;School voor Horeca & Facilitaire dienstverlening;;van Wassenaarstraat;132.0;;2331HE;'S-GRAVENHAGE
749788581;749788581;05-01-2006;V;Yildiz;;Ismahane;2553;REGIO 28;;1709;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25293;Monteur elektrotechnische installaties;100A172;VAVO Haaglanden;;Ferdinand Bolstraat;49.0;;2553MA;'S-GRAVENHAGE
855006628;855006628;26-06-2004;M;Dijkman;van der;Sweja Hélène;2586;REGIO 27;;503;ZOETERMEER;27GZ;27GZ;;Mbo3 opleidingen;BOL;25560;Vavo Havo Nieuw Profiel Cultuur en Maatschappij;100A177;School voor Business support;;Egbert van 't Oeverstr;437.0;;2586HB;NOORDWIJKERHOUT
391044519;391044519;24-08-2004;V;Andeweg;;Miranda Marzena;2131;REGIO 29;;501;PIJNACKER-NOOTDORP;27GZ;27GZ;;Mbo4 opleidingen;BBL;25613;Assistent horeca, voeding of voedingsindustrie;100A174;School voor Bouw en Infra;;Wollegras;126.0;;2131VZ;ZOETERMEER
252730793;252730793;10-01-2001;M;Zanten;;Gijs Marcus;3312;REGIO 28;;553;MIDDEN-DELFLAND;27GZ;27GZ;;Mbo2 opleidingen;BOL;25192;Vavo Atheneum Zonder Profiel;100A192;School voor Horeca & Facilitaire dienstverlening;;Eisenhowerlaan;30.0;;3312PC;'S-GRAVENHAGE
707026349;707026349;01-01-2004;M;Antonia;;Aleyna;2716;REGIO 26;;616;ROTTERDAM;27GZ;27GZ;;Mbo4 opleidingen;BBL;25326;Constructiewerker;100A188;School voor Maatschappelijke zorg en Verzorgende;;Westlandseplein;75.0;;2716CK;'S-GRAVENHAGE
877125044;877125044;01-01-2002;M;Beekhuizen;van;Eda Irem;2671;REGIO 28;;1834;HOORN;27GZ;27GZ;;Mbo4 opleidingen;;25592;Coördinator buurt, onderwijs en sport;100A181;School voor Zorg en Welzijn Westland;;Jan Kistenstraat;99.0;;2671NH;VELSERBROEK
422665652;422665652;08-02-2004;M;Vrolijk;;Isa;2224;REGIO 28;;485;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25255;Pedagogisch medewerker kinderopvang;100A189;VAVO Haaglanden;;Gerard Doggerlaan;80.0;;2224RZ;'S-GRAVENHAGE
328326582;328326582;01-12-2004;V;Rasmijn;;Milan;2282;REGIO 28;;556;WESTLAND;27GZ;27GZ;;Mbo2 opleidingen;BOL;25416;Vavo Havo Zonder Profiel;100A196;School voor Pedagogische en Sociale beroepen;;Rodenbachstraat;135.0;;2282CH;SCHIPLUIDEN
900914615;900914615;06-05-2001;M;Schaap;;Romy Priscilla;2525;REGIO 28;;488;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25407;Helpende Zorg en Welzijn;100A190;School voor Horeca & Facilitaire dienstverlening;;Kastanjeplein;28.0;;2525ZC;'S-GRAVENHAGE
