#BURGERSERVICENUMMER;ONDERWIJSNUMMER;GEBOORTEDATUM;GESLACHT;ACHTERNAAM;VOORVOEGSEL;VOORNAMEN;POSTCODE_CIJFERS;RMC_REGIO;RMC_REGIO_NAAM;GEMCODE;GEMEENTENAAM;BRIN;BRIN_VOLGNR;BRIN_VEST_NAAM;NIVEAU;ONDERWIJSSOORT;CREBO;CREBO_OMSCHRIJVING;EXAMEN;IND_BEKOSTIGING;ONDERWIJSAANBIEDER_CODE;ONDERWIJSAANBIEDER_NAAM;ONDERWIJSLOCATIE_CODE;ONDERWIJSLOCATIE_STRAATNAAM;ONDERWIJSLOCATIE_HUISNUMMER;ONDERWIJSLOCATIE_HUISNUMMER_TOEVOEGING;ONDERWIJSLOCATIE_POSTCODE;ONDERWIJSLOCATIE_PLAATSNAAM
378145112;378145112;20-04-2000;M;Şahin;van;Gabriela;2285;REGIO 34;;489;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BBL;25684;Manager/ondernemer horeca;;;100A173;School voor Zorg en Welzijn Leiden;;Berkebroeklaan;139.0;;2285GE;'S-GRAVENHAGE
276595879;276595879;03-12-2003;V;Chen;;Renske Suzanne;2665;REGIO 28;;487;WESTLAND;27GZ;27GZ;;Mbo4 opleidingen;BOL;25226;Vavo Havo voorexamenklas;;;100A173;School voor Toerisme en Recreatie;;Hopmanstraat;20.0;;2665SC;'S-GRAVENHAGE
369385176;369385176;28-03-2003;M;Swagers;;Sascha Ides Denise;2285;REGIO 26;;1706;LEIDEN;27GZ;27GZ;;Mbo4 opleidingen;BOL;25225;Assistent horeca, voeding of voedingsindustrie;;;100A174;VAVO Haaglanden;;Brederolaan;98.0;;2285KA;ZOETERMEER
679595526;679595526;10-04-2002;V;Kaynak;;David;3051;REGIO 28;;483;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25349;Mbo-Verpleegkundige;;;100A176;VAVO Haaglanden;;Harderwijkstraat;14.0;;3051LM;'S-GRAVENHAGE
105371852;105371852;11-06-2005;V;Visser;;Sweja Hélène;2522;REGIO 29;;1685;OEGSTGEEST;27GZ;27GZ;;HAVO/VWO bovenbouw;EX;25407;Assistant Business Services;;;100A172;School voor Toerisme en Recreatie;;Fellowshiplaan;30.0;;2522HM;RIJNSBURG
462912726;462912726;17-06-2004;V;Dubar;;Leandra;2583;REGIO 29;;548;WESTLAND;27GZ;27GZ;;Mbo4 opleidingen;BBL;25748;Mbo- Verpleegkunde;;;100A178;School voor Gezondheidszorg Den Haag;;Leemansplein;25.0;;2583PB;'S-GRAVENHAGE
755289708;755289708;02-11-2003;V;Kuiper;van der;Hamza;2718;REGIO 29;;487;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25653;Technicus engineering;;;100A192;School voor Zorg en Welzijn Den Haag;;Reinier de Graafweg;133.0;;2718BC;KATWIJK ZH
514143253;514143253;09-05-2001;M;Haddioui;;Omar;2642;REGIO 28;;1706;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25176;Leidinggevende travel & hospitality;;;100A196;School voor Zorg en Welzijn Delft;;Vliegwielstraat;266.0;;2642JH;ZOETERMEER
740884342;740884342;19-09-2004;M;Spaans;;Younes;2585;REGIO 32;;501;'S-GRAVENHAGE;27GZ;27GZ;;HAVO/VWO bovenbouw;BOL;25199;Financieel administratief medewerker;;;100A184;School voor Orde & Veiligheid;;Van 's-Gravensandestraat;26.0;;2585XC;'S-GRAVENHAGE
514655842;514655842;23-10-2004;V;Bouazzaoui;;Morgan;2572;REGIO 26;;496;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BBL;25595;Leidinggevende international hospitality;;;100A187;School voor Bouw en Infra;;Fruitweg;147.0;;2572VZ;'S-GRAVENHAGE
763393989;763393989;20-05-2005;V;Zwan;;Omar;2623;REGIO 28;;563;RIJSWIJK;27GZ;27GZ;;Mbo4 opleidingen;BOL;25292;Mbo-Verpleegkundige;;;100A189;School voor Zorg en Welzijn Westland;;Gerrit van Heemskerkstr;14.0;;2623GP;LEIDSCHENDAM
591466680;591466680;09-06-2005;M;Dalnoot;;Maurice Arjan;2525;REGIO 28;;487;ALPHEN AAN DEN RIJN;27GZ;27GZ;;Mbo4 opleidingen;BOL;25325;Pedagogisch medewerker kinderopvang;;;100A191;International Hotel and Management School;;Hof van Wieligh;142.0;;2525NH;'S-GRAVENHAGE
772575355;772575355;29-01-2005;M;Coppens;van;Mosewir;2287;REGIO 28;;506;WADDINXVEEN;27GZ;27GZ;;Mbo4 opleidingen;BOL;25680;Helpende Zorg en Welzijn;;;100A175;School voor Economie Delft;;Van der Leurstraat;13.0;;2287EM;VALKENBURG ZH
569615899;569615899;04-03-2005;M;Klaassen;;Asmaa;2676;REGIO 28;;492;PIJNACKER-NOOTDORP;27GZ;27GZ;;Mbo2 opleidingen;BOL;25253;Gespecialiseerd pedagogisch medewerker;;;101A729;School voor Zorg en Welzijn Leiden;;Baltimorehof;110.0;;2676DZ;WIJK BIJ DUURSTEDE
675160818;675160818;05-03-2004;M;Şahin;El;Jim;;REGIO 29;;1745;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25363;Bedrijfsadministrateur;;;100A172;School voor Horeca & Facilitaire dienstverlening;;Wezelrade;20.0;;;'S-GRAVENHAGE
870329115;870329115;16-07-2005;M;Voogd;;Anna Naomi;2403;REGIO 28;;1656;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25236;Sport en Bewegen;;;100A177;School voor Retail en Logistiek Delft;;Ds van den Boschlaan;13.0;;2403AA;'s-Gravenhage
739799306;739799306;08-03-2005;M;Lieshout;van;Anouk Martina;2591;REGIO 28;;1786;'S-GRAVENHAGE;27GZ;27GZ;;HAVO/VWO bovenbouw;BOL;25112;Assistent dienstverlening;;;101A729;VAVO Haaglanden;;Bloemendaalselaan;93.0;;2591VV;
197518498;197518498;24-11-2004;M;Aoulad-Amar;;Ohm Viswe Naath;2661;REGIO 28;;1781;LEIDSCHENDAM-VOORBURG;27GZ;27GZ;;Mbo3 opleidingen;BBL;5211;Onderwijsassistent;;;100A192;School voor Horeca & Facilitaire dienstverlening;;Hongarenburg;54.0;;2661RZ;NAALDWIJK
922115844;922115844;20-08-2005;V;Ouwerkerk;;Sabah;2225;REGIO 28;;1489;ZOETERMEER;27GZ;27GZ;;Mbo4 opleidingen;EX;25651;Monteur werktuigkundige installaties;;;100A172;School voor ICT;;Van Duivenvoordelaan;3.0;;2225NA;DEN HOORN ZH
253226790;253226790;08-10-2005;V;Mooij;van;Sem;2264;REGIO 28;;1746;PIJNACKER-NOOTDORP;27GZ;27GZ;;Mbo4 opleidingen;BOL;25300;Allround Hospitality Medewerker;;;100A191;International Hotel and Management School;;Broekslootkade;11.0;;2264TG;ROTTERDAM
840442720;840442720;26-04-2003;M;Hoogenband;;Peet;2614;REGIO 28;;91;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25704;Helpende Zorg en Welzijn;;;100A188;School voor ICT;;Theresiastraat;14.0;;2614LL;WATERINGEN
460659025;460659025;13-05-2005;V;Ehigiator;;Miriam;2994;REGIO 26;;1733;ROTTERDAM;27GZ;27GZ;;Mbo4 opleidingen;BOL;25383;Mbo- Verpleegkunde;;;100A173;School voor ICT;;Laan der Vrijheid;20.0;;2994HN;LEIDERDORP
968548177;968548177;09-12-2004;V;Creque;;Chinouk;2572;REGIO 21;;568;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;BOL;25263;Sociaal werker;;;100A178;School voor Entreeopleidingen;;Van Limburg Stirumstraat;412.0;;2572SJ;ZOETERMEER
681909371;681909371;12-07-2001;V;Yıldırım;;Romello Brandon;2533;REGIO 28;;490;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25353;Assistant Fashion Tailor;;;100A190;VAVO Haaglanden;;M Doorman-Kielstrastr;157.0;;2533GW;
567983681;567983681;09-05-2001;M;Wal;;Lamyae;2273;REGIO 28;;1601;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25211;Mbo- Verpleegkunde;;;100A172;VAVO Haaglanden;;;4.0;;2273HH;'S-GRAVENHAGE
814847947;814847947;21-07-2001;V;Sarcino;;Daimy-Lee Romy;2525;REGIO 26;;1750;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25650;Vavo Atheneum Zonder Profiel;;;100A196;School voor Autotechniek en Mobiliteit;;Vrederustlaan;56.0;;2525VM;HAZERSWOUDE-RIJNDIJK
584450405;584450405;26-08-2002;M;Ahidar;;Jessica;3146;REGIO 28;;1792;KATWIJK;27GZ;27GZ;;Mbo2 opleidingen;BBL;5121;Medewerker sport en recreatie;;;100A182;School voor Business support;;Hoogveen;24.0;;3146CK;POELDIJK
780435643;780435643;26-07-2005;M;Groen;van;Nick;2221;REGIO 28;;488;ROTTERDAM;27GZ;27GZ;;Mbo4 opleidingen;BOL;25587;Retailspecialist;;;100A196;School voor Zorg en Welzijn Westland;;Aart van der Leeuwlaan;43.0;;2221KW;'S-GRAVENHAGE
694360263;694360263;07-11-2001;V;Jonge;;Edmond-Douglas Opare Danquah;2544;REGIO 28;;551;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25356;Timmerman;;;100A184;School voor Toerisme en Recreatie;;Valkenburgerweg;40.0;;2544TT;LEIDEN
447244641;447244641;09-12-1999;V;Oosten;;Robyn Emie;2525;REGIO 28;;556;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BBL;25632;Technicus engineering;;;100A172;VAVO Haaglanden;;Stuwstraat;16.0;;2525EW;RIJSWIJK ZH
283071823;283071823;17-10-2003;M;Boer;;Chaima;2641;REGIO 29;;1797;TILBURG;27GZ;27GZ;;Mbo4 opleidingen;BBL;25196;Verkoopspecialist;;;101A729;School voor Economie Delft;;Netscherstraat;;;2641WL;KWINTSHEUL
371622669;371622669;14-07-2005;V;Cats;;Hannah;2493;REGIO 28;;1695;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25312;Software developer;;;101A729;VAVO Haaglanden;;President Kennedylaan;16.0;;2493ZB;DELFT
363797379;363797379;16-06-2001;V;Nuur;;Alper Kaan;2497;REGIO 28;;500;'S-GRAVENHAGE;27GZ;27GZ;;HAVO/VWO bovenbouw;BBL;5533;Fashion Designer;;;100A189;School voor Retail en Logistiek Delft;;Schoutendreef;104.0;;2497ZR;DELFT
533795759;533795759;14-10-2001;M;Hammouchi;de;Katja;;REGIO 28;;590;DELFT;27GZ;27GZ;;Mbo4 opleidingen;;25359;Eerste Monteur utiliteit;;;100A198;School voor Autotechniek en Mobiliteit;;Kraijenhoffschans;14.0;;;DELFT
509623391;509623391;30-03-2004;V;Meşe;da;Shreya Pooja;2631;REGIO 26;;1833;IJSSELSTEIN;27GZ;27GZ;;Mbo1 opleidingen;EX;23284;Doktersassistent;;;100A174;School voor Bouw en Infra;;Anna Blamanhove;21.0;;2631WT;HEERHUGOWAARD
631762695;631762695;15-07-2005;M;Salm;van;Demi;2221;REGIO 28;;502;ZOETERMEER;27GZ;27GZ;;Mbo1 opleidingen;BOL;25653;Pedagogisch medewerker kinderopvang;;;100A191;School voor ICT;;Kloveniersdreef;24.0;;2221TH;OUDERKERK AAN DE AMSTEL
491173895;491173895;08-05-2002;M;Deventer;;Felicity Kailey;2272;REGIO 26;;1745;WESTLAND;27GZ;27GZ;;Mbo3 opleidingen;BBL;25294;Technisch specialist voertuigen en mobiele werktuigen;;;100A187;School voor Gezondheidszorg Den Haag;;Reiderlandlaan;16.0;;2272EJ;HILLEGOM
203949653;203949653;03-06-2004;V;Dalnoot;;Michiel;2492;REGIO 28;;1670;ROTTERDAM;27GZ;27GZ;;Mbo4 opleidingen;BOL;25164;Pedagogisch medewerker kinderopvang;;;100A178;School voor Zorg en Welzijn Den Haag;;Vaalrivierstraat;38.0;;2492TE;'S-GRAVENHAGE
431082405;431082405;11-06-2001;V;Jong;;Dylan;3143;REGIO 29;;1622;ZOETERMEER;27GZ;27GZ;;Mbo4 opleidingen;EX;5871;Vavo Atheneum Zonder Profiel;;;100A195;School voor Gezondheidszorg Den Haag;;Overburgkade;18.0;;3143LH;'S-GRAVENHAGE
998278703;998278703;22-07-2004;V;Toet;;Joost Jan;2547;REGIO 28;;586;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;;25182;Vavo Havo Zonder Profiel;;;100A190;School voor Toerisme en Recreatie;;Hoenderparklaan;133.0;;2547EW;'S-GRAVENHAGE
361263013;361263013;12-09-2002;V;Hofstede;de;Oskar Daniel;2625;REGIO 28;;410;WADDINXVEEN;27GZ;27GZ;;Mbo1 opleidingen;BOL;25625;Monteur werktuigkundige installaties;;;101A729;School voor Orde & Veiligheid;;Waterlelie;430.0;;2625JJ;SCHIPLUIDEN
417236125;417236125;28-04-2002;M;Pitai;;Mick;2731;REGIO 28;;497;ROTTERDAM;27GZ;27GZ;;Mbo4 opleidingen;EX;25152;Mbo- Verpleegkunde;;;100A190;School voor Retail en Logistiek Delft;;Nieuwe Parklaan;16.0;;2731EN;ZOETERMEER
437279634;437279634;08-11-2004;V;Hazebroek;de;Bryan;1972;REGIO 28;;1754;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25790;Coördinator sport, bewegen en gezondheid;;;100A172;International Hotel and Management School;;Mary Zeldenrustweg;162.0;;1972WB;DELFT
459161968;459161968;25-06-2004;M;Egeh;;Sifa Nur;2526;REGIO 28;;1812;DELFT;27GZ;27GZ;;Mbo4 opleidingen;BBL;25172;Software developer;;;100A187;School voor Bouw en Infra;;Strijplaan;439.0;;2526VX;PIJNACKER
563442593;563442593;25-10-2004;V;Groot;;Kiara Fay;2628;REGIO 29;;570;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25264;Mbo-Verpleegkundige;;;101A783;Beauty, Hair & Fashion;;Windjammersingel;145.0;;2628RX;ZOETERMEER
837166003;837166003;14-08-2003;M;Mslamani;van der;Tygo Benico;2548;REGIO 26;;1780;ALPHEN AAN DEN RIJN;27GZ;27GZ;;Mbo2 opleidingen;BBL;25220;Zelfstandig medewerker travel & Hospitality;;;100A188;School voor Bouw en Infra;;'s-Gravenbroekseweg;23.0;;2548JC;SCHIEDAM
433185761;433185761;13-06-2006;M;Hamayed;;Anna;2552;REGIO 28;;512;PIJNACKER-NOOTDORP;27GZ;27GZ;;HAVO/VWO bovenbouw;BOL;25620;Mbo- Verpleegkunde;;;100A187;School voor Economie en Juridische beroepen;;Paul Gabriëlstraat;30.0;;2552RX;LEIDEN
933131873;933131873;29-03-2005;V;Keskin;Ben;Xana Noa;2582;REGIO 28;;591;LANSINGERLAND;27GZ;27GZ;;Mbo2 opleidingen;BBL;25713;Entree;;;100A188;School voor Bouw en Infra;;Zilvermeeuwlaan;64.0;;2582RX;NOOTDORP
501506044;501506044;29-04-2003;M;Setoe;;Siara Afra;2402;REGIO 28;;562;PIJNACKER-NOOTDORP;27GZ;27GZ;;Mbo3 opleidingen;BOL;25239;Fashion;;;100A180;School voor Business support;;Lau Mazirellaan;21.0;;2402HT;ZOETERMEER
875013436;875013436;25-04-2006;M;Kouhistani;;Kim;2291;REGIO 28;;504;LEIDERDORP;27GZ;27GZ;;Mbo4 opleidingen;BOL;5929;Vavo Atheneum Zonder Profiel;;;100A189;School voor Horeca & Facilitaire dienstverlening;;Zwanebloem;61.0;;2291SJ;KATWIJK ZH
130364192;130364192;15-04-2004;M;Tunç;van;Mika;2274;REGIO 28;;1722;WESTLAND;27GZ;27GZ;;Mbo4 opleidingen;;25214;Haarverzorging;;;100A187;School voor Horeca & Facilitaire dienstverlening;;Weidedreef;26.0;;2274TT;'S-GRAVENHAGE
681341584;681341584;08-09-2006;V;Gros;dos;Tim Raphaël;2571;REGIO 37;;1809;ZWOLLE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25315;Zelfstandig medewerker travel & Hospitality;;;100A179;School voor Economie en Juridische beroepen;;Robert Kochplaats;124.0;;2571RN;DELFT
539002346;539002346;01-04-2004;M;Harpal;;Ceydanur;2676;REGIO 29;;502;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25230;IT systems and devices;;;100A186;School voor Economie Delft;;Ammunitiehaven;132.0;;2676TD;'S-GRAVENHAGE
769279718;769279718;27-10-2003;V;Sibeijn;;Nathalia Zoe;2182;REGIO 27;;499;ZOETERMEER;27GZ;27GZ;;Mbo4 opleidingen;;25640;Onderwijsassistent;;;100A177;School voor Entreeopleidingen;;Middenstede;22.0;;2182ZS;'S-GRAVENHAGE
418738909;418738909;28-04-2005;V;Rossewij;;Mick;2548;REGIO 28;;1743;'S-GRAVENHAGE;27GZ;27GZ;;HAVO/VWO bovenbouw;BOL;25258;Beveiliger 2;;;100A184;School voor Gezondheidszorg Den Haag;;Pretoriusstraat;104.0;;2548EE;HAARLEM
219604647;219604647;02-09-2000;V;Scheiblhofer;;Beaudine Anna Maria;2552;REGIO 28;;505;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;;25246;Kok;;;101A783;School voor Bouw en Infra;;Trapveld;;;2552KB;NAALDWIJK
431204841;431204841;05-12-2003;V;Phanarat;;Yassmina;2283;REGIO 29;;594;NISSEWAARD;27GZ;27GZ;;HAVO/VWO bovenbouw;BOL;25320;Schoonheidsverzorging;;;100A190;School voor Technologie en Engineering;;Jan Luykenlaan;373.0;;2283GA;GEMONDE
381994616;381994616;26-03-2000;M;Kind;;Abdül Kadir;2561;REGIO 28;;563;ZOETERMEER;27GZ;27GZ;;Mbo4 opleidingen;BBL;25362;Handhaver toezicht en veiligheid;;;100A181;School voor Zorg en Welzijn Den Haag;;Sir Winston Churchillln;87.0;;2561SL;TILBURG
855845928;855845928;06-09-2004;M;Jeu;van;Jenna Zoë;2492;REGIO 29;;487;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;BBL;25742;Persoonlijk begeleider specifieke doelgroepen;;;100A198;School voor Pedagogische en Sociale beroepen;;Spinozaplantsoen;37.0;;2492VG;'S-GRAVENHAGE
664866019;664866019;09-05-2006;M;Vennegoor;van;Sem;2496;REGIO 26;;487;WESTLAND;27GZ;27GZ;;Mbo3 opleidingen;BOL;25302;Persoonlijk begeleider specifieke doelgroepen;;;101A729;School voor Economie Delft;;Beiaardierlaan;23.0;;2496LH;ZOETERMEER
724934612;724934612;24-09-2002;V;Misran;;Romy Cellesta Chelsey;2678;REGIO 28;;486;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25230;Timmerman;;;100A192;VAVO Haaglanden;;Witbol;16.0;;2678XZ;DELFT
894538113;894538113;24-11-2004;V;Abbas;;Elif Nur;2805;REGIO 28;;491;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25660;Bedrijfsadministrateur;;;101A783;International Hotel and Management School;;Bontwerkersgaarde;122.0;;2805SB;DELFT
214353144;214353144;08-11-2002;V;Elzakkers;;Ibrahim;2518;REGIO 28;;492;'S-GRAVENHAGE;27GZ;27GZ;;Mbo1 opleidingen;BOL;25370;Allround Hospitality Medewerker;;;100A187;School voor Business support;;Verfmolen;7.0;;2518TM;VOORBURG
572640648;572640648;12-01-2005;V;Meeuwissen;;Luna Wilhelmina;2542;REGIO 28;;502;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BBL;25262;Manager/ondernemer horeca;;;100A196;School voor Horeca & Facilitaire dienstverlening;;Albert Schweitzerlaan;196.0;;2542KD;BERGEN OP ZOOM
712950536;712950536;24-10-2004;M;Knuever;El;Ishita;2562;REGIO 28;;504;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25333;Assistent verkoop/retail;;;100A176;School voor Gezondheidszorg Den Haag;;Bevelandsestraat;126.0;;2562KK;'S-GRAVENHAGE
175163764;175163764;29-03-2004;M;Pronk;;Danish Mohammed Quraish;2289;REGIO 28;;1746;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25625;Verkoopspecialist;;;100A174;Beauty, Hair & Fashion;;Schrijnwerkersgaarde;534.0;;2289EH;HOOFDDORP
208712366;208712366;12-05-2001;M;Groot;;Tushar Quinton Jityã;2614;REGIO 28;;1696;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25273;Middenkader bouw en infra;;;100A172;School voor Maatschappelijke zorg en Verzorgende;;Chinalaan;25.0;;2614EP;LEIDSCHENDAM
274468877;274468877;20-06-2006;V;Lachmipersad;;Surjonic Jonathar Joshua;2625;REGIO 28;;502;KAAG EN BRAASSEM;27GZ;27GZ;;Mbo1 opleidingen;BOL;25338;Technicus elektrotechnische installaties woning en utiliteit;;;100A176;School voor Business support;;Wilde Gagel;22.0;;2625DC;NOOTDORP
126660362;126660362;28-11-2002;V;Korompis;van;Nikolett;2525;REGIO 28;;1770;PIJNACKER-NOOTDORP;27GZ;27GZ;;Mbo4 opleidingen;BBL;25753;Beveiliger 3;;;100A176;School voor Maatschappelijke zorg en Verzorgende;;Kuyperweg;26.0;;2525ZW;'S-GRAVENHAGE
767845646;767845646;06-10-1999;M;Ouwerkerk;;Ilias;3037;REGIO 28;;497;WESTLAND;27GZ;27GZ;;Mbo4 opleidingen;BOL;25261;Vavo-Mavo/Theoretische Leerweg Profiel Zorg en Welzijn;;;100A173;School voor Economie en Juridische beroepen;;Wulpenlande;5.0;;3037SE;Leiderdorp
412628869;412628869;29-03-2006;M;Bree;;Twan Thomas;2281;REGIO 27;;510;ZOETERMEER;27GZ;27GZ;;Mbo4 opleidingen;BBL;25281;Onderwijsassistent;;;100A186;VAVO Haaglanden;;De Kaatse Hoeve;228.0;;2281AD;ZOETERWOUDE
232691645;232691645;03-11-2002;M;Vries;;Sara;2729;REGIO 28;;1769;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;EX;25121;Apothekersassistent;;;100A172;School voor Zorg en Welzijn Westland;;H.M. van Randwijkhove;56.0;;2729DP;'S-GRAVENHAGE
664622551;664622551;22-10-2004;M;Eijk;;Jordy Hakim;2551;REGIO 28;;1759;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25655;Gespecialiseerd pedagogisch medewerker;;;100A188;International Hotel and Management School;;Platanendreef;114.0;;2551NH;RIJSWIJK ZH
885894219;885894219;09-11-2003;V;Alleyne;;Juan Bernardo;2544;REGIO 28;;495;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25665;Technicus mechatronica systemen;;;100A179;School voor Retail en Logistiek Delft;;Händellaan;123.0;;2544GP;'S-GRAVENHAGE
712041884;712041884;14-01-2004;M;Kuijvenhoven;;Jeanevive Tiffany;2496;REGIO 26;;1770;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BBL;25268;Allround Assistant Business Services;;;100A189;School voor Metaal-, Elektro- en installatietechniek;;Colijnlaan;19.0;;2496HK;LEIDEN
568699238;568699238;20-08-2005;M;Yusuf;;Victoria Harmina;2624;REGIO 28;;1740;WESTLAND;27GZ;27GZ;;Mbo4 opleidingen;BOL;25349;Manager/ondernemer horeca;;;100A191;School voor Autotechniek en Mobiliteit;;de Meidoorn;17.0;;2624DB;'S-GRAVENHAGE
744267741;744267741;05-11-2003;M;Dolman;;Sven Ruben;2625;REGIO 28;;485;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25337;Retailmedewerker;;;101A729;School voor Economie en Juridische beroepen;;Abdis Immastraat;140.0;;2625GL;'S-GRAVENHAGE
626513997;626513997;31-08-2005;M;Vogel;;Merlijn Henk;2563;REGIO 28;;1704;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;BOL;25715;Apothekersassistent;;;100A181;School voor Zorg en Welzijn Leiden;;H Kuipers-Rietbergpad;21.0;;2563TT;'S-GRAVENHAGE
408279191;408279191;09-02-2000;M;Mourik;;Robin Hendrik Martinus;2523;REGIO 26;;572;ZOETERMEER;27GZ;27GZ;;Mbo2 opleidingen;BBL;25344;Assistent verkoop/retail;;;100A175;School voor Toerisme en Recreatie;;Noorduynstraat;28.0;;2523GH;DELFT
942900654;942900654;28-04-2002;V;Selmani;;Milan;2671;REGIO 28;;1774;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25738;Logistiek medewerker;;;100A182;School voor Business support;;Ridder Snouckaertlaan;17.0;;2671RA;'S-GRAVENZANDE
523946842;523946842;28-04-2000;M;Asruf;van de;Azize;2641;REGIO 29;;587;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25701;Office & Management Support Specialist;;;101A783;School voor Autotechniek en Mobiliteit;;Hilversumsestraat;96.0;;2641EA;VLAARDINGEN
444462520;444462520;27-07-2004;V;Jhorai;;Tyrese Zion Denny;2548;REGIO 28;;1731;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25244;Begeleider specifieke doelgroepen;;;100A180;School voor Technologie en Engineering;;Weteringdreef;23.0;;2548NN;MAASSLUIS
198113625;198113625;04-01-2002;M;Bouwmeester;;Salma;2492;REGIO 28;;561;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;5621;Gespecialiseerd pedagogisch medewerker;;;100A173;School voor Business support;;van Lockhorststraat;437.0;;2492SB;RIJSWIJK ZH
980477786;980477786;27-02-2003;M;Meijndert;;Daniel;2729;REGIO 28;;495;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25141;Coördinator beveiliging;;;100A196;School voor Business support;;Kritzingerstraat;382.0;;2729KE;'s-Gravenhage
314997306;314997306;25-07-2004;M;Chandoe;van;Estelle;2691;REGIO 28;;574;KATWIJK;27GZ;27GZ;;Mbo3 opleidingen;BOL;25661;Beveiliger;;;100A186;Beauty, Hair & Fashion;;De Boerstraat;20.0;;2691KC;HILLEGOM
879506538;879506538;03-03-2005;M;Groeneweg;;Tejashvani Rohisha Chetawatie;2532;REGIO 28;;498;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;BOL;25329;Allround technicus voertuigen en mobiele werktuigen;;;100A178;School voor Zorg en Welzijn Westland;;Eisenhowerlaan;30.0;;2532BW;DE LIER
268326037;268326037;04-08-2006;V;Pronk;;Nashida;2215;REGIO 26;;1807;GOUDA;27GZ;27GZ;;Mbo4 opleidingen;BOL;5950;Assistent verkoop/retail;;;100A186;School voor Economie en Juridische beroepen;;Chinalaan;972.0;;2215XG;ZOETERMEER
797399516;797399516;06-05-2001;V;Sarikaya;;Veronika Atanasova;2381;REGIO 28;;1696;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25824;Technicus engineering;;;100A191;School voor Maatschappelijke zorg en Verzorgende;;Lausbergstraat;28.0;;2381VV;ALPHEN AAN DEN RIJN
731597940;731597940;23-06-2005;V;Haas;;Imad;4907;REGIO 28;;1621;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25046;Mbo- Verpleegkunde;;;100A172;VAVO Haaglanden;;Schalk Burgerstraat;75.0;;4907MA;'S-GRAVENHAGE
802051716;802051716;01-05-2005;V;Bilić;;Salim Djahabi;8434;REGIO 28;;576;ALPHEN AAN DEN RIJN;27GZ;27GZ;;Mbo4 opleidingen;BOL;25146;Manager/ondernemer horeca;;;100A173;School voor Zorg en Welzijn Den Haag;;Tempelberg;;;8434NN;'S-GRAVENHAGE
